"game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","home_pt_diff","visit_pt_diff","home_wl_perc","visit_wl_perc","visit_wl_as_visitor","home_wl_as_home","home_play_yest","visit_play_yest","home_3_in_4","visit_3_in_4","home_2_in_3","visit_2_in_3","label"
"200301250GSW","Sat, Jan 25, 2003","10:30p","Utah Jazz",95,"Golden State Warriors",108,2.7,3.7,0.7,0.7,0.6,0.8,0,1,0,0,1,1,1
"200301260TOR","Sat, Jan 25, 2003","12:30p","Sacramento Kings",97,"Toronto Raptors",101,-5.8,13.7,0.2,0.8,0.7,0.1,0,1,0,1,0,1,1
"200301260BOS","Sat, Jan 25, 2003","1:00p","Orlando Magic",83,"Boston Celtics",91,0.8,-2.7,0.6,0.5,0.5,0.6,1,1,0,0,0,1,1
"200301260CHI","Sun, Jan 26, 2003","1:00p","Houston Rockets",98,"Chicago Bulls",100,1.4,-2.2,0.5,0.6,0.4,0.8,0,0,0,0,0,0,1
"200301260IND","Sun, Jan 26, 2003","1:00p","Los Angeles Clippers",101,"Indiana Pacers",108,4.2,-4.5,0.8,0.4,0.4,1.1,0,0,0,0,0,0,1
"200301260NYK","Sun, Jan 26, 2003","1:00p","Phoenix Suns",98,"New York Knicks",106,-1.2,-2.2,0.5,0.5,0.4,0.7,0,0,0,0,0,0,1
"200301260DAL","Sun, Jan 26, 2003","2:00p","Portland Trail Blazers",100,"Dallas Mavericks",93,9,4.4,0.8,0.8,0.9,0.9,0,0,0,0,0,0,0
"200301270CLE","Sun, Jan 26, 2003","7:00p","Los Angeles Clippers",100,"Cleveland Cavaliers",104,-12.1,-4.2,0.2,0.4,0.3,0.3,1,0,0,0,0,0,1
"200301270WAS","Sun, Jan 26, 2003","7:00p","Phoenix Suns",93,"Washington Wizards",98,-0.3,-1.8,0.5,0.5,0.3,0.6,0,0,1,0,1,0,1
"200301270MIA","Mon, Jan 27, 2003","7:30p","Indiana Pacers",102,"Miami Heat",95,-11.6,5.2,0.3,0.9,0.4,0.6,0,1,0,0,0,0,0
"200301270MEM","Mon, Jan 27, 2003","8:00p","Houston Rockets",100,"Memphis Grizzlies",95,-5.5,-2.2,0.3,0.6,0.3,0.7,0,1,0,0,0,1,0
"200301270MIN","Mon, Jan 27, 2003","8:00p","San Antonio Spurs",95,"Minnesota Timberwolves",106,6.5,7.4,0.9,0.9,0.6,0.9,0,0,0,0,1,1,1
"200301270NOH","Mon, Jan 27, 2003","8:30p","Milwaukee Bucks",108,"New Orleans Hornets",93,2.2,3.9,0.5,0.8,0.7,0.4,0,0,0,0,0,0,0
"200301270DEN","Mon, Jan 27, 2003","9:00p","New Jersey Nets",92,"Denver Nuggets",66,-7,0.9,0.3,0.6,0.6,0.4,0,0,0,0,1,0,0
"200301280DET","Mon, Jan 27, 2003","7:30p","Boston Celtics",83,"Detroit Pistons",86,2.9,2.1,0.6,0.7,0.4,0.8,0,0,0,0,1,1,1
"200301280NYK","Mon, Jan 27, 2003","7:30p","Atlanta Hawks",98,"New York Knicks",103,-0.1,-5,0.6,0.4,0.1,0.7,1,0,0,0,0,1,1
"200301280MIL","Tue, Jan 28, 2003","8:00p","Philadelphia 76ers",108,"Milwaukee Bucks",81,5.7,-0.8,0.9,0.4,0.4,0.5,1,0,0,0,1,0,0
"200301280POR","Tue, Jan 28, 2003","10:00p","Denver Nuggets",92,"Portland Trail Blazers",98,4.6,-8.1,0.8,0.3,0.1,0.7,0,1,0,1,0,1,1
"200301280SAC","Tue, Jan 28, 2003","10:00p","Utah Jazz",102,"Sacramento Kings",92,10.7,1.6,0.7,0.6,0.6,0.9,0,0,0,0,0,0,0
"200301280SEA","Tue, Jan 28, 2003","10:00p","Golden State Warriors",88,"Seattle SuperSonics",91,-5.7,3.8,0.3,0.7,0.4,0.4,0,0,0,0,0,0,1
"200301290IND","Tue, Jan 28, 2003","7:00p","San Antonio Spurs",106,"Indiana Pacers",97,5.8,6,0.9,0.8,0.6,1.1,1,1,0,1,1,1,0
"200301290ORL","Tue, Jan 28, 2003","7:00p","Cleveland Cavaliers",108,"Orlando Magic",113,-3,-11.8,0.5,0.2,0.2,0.5,0,0,0,0,0,1,1
"200301290PHI","Wed, Jan 29, 2003","7:00p","Atlanta Hawks",97,"Philadelphia 76ers",83,2,-3.7,0.5,0.4,0.1,0.4,1,0,0,0,0,0,0
"200301290MIA","Wed, Jan 29, 2003","7:30p","New York Knicks",80,"Miami Heat",82,-9.7,0.6,0.3,0.7,0.4,0.6,0,0,0,0,0,1,1
"200301290NJN","Wed, Jan 29, 2003","7:30p","Washington Wizards",78,"New Jersey Nets",86,1.5,-0.3,0.6,0.5,0.5,1,0,0,0,0,0,0,1
"200301290NOH","Wed, Jan 29, 2003","8:30p","Toronto Raptors",83,"New Orleans Hornets",104,-0.4,-5.3,0.4,0.3,0.1,0.4,0,0,0,0,0,0,1
"200301290HOU","Wed, Jan 29, 2003","9:00p","Dallas Mavericks",104,"Houston Rockets",81,-2.5,6.4,0.6,0.7,0.7,0.7,0,0,0,0,1,0,0
"200301290PHO","Wed, Jan 29, 2003","9:00p","Los Angeles Lakers",99,"Phoenix Suns",90,-3,7.4,0.4,0.7,0.4,1.1,0,0,0,0,1,0,0
"200301290UTA","Wed, Jan 29, 2003","9:00p","Portland Trail Blazers",71,"Utah Jazz",95,4.1,4.9,0.7,0.8,0.9,0.7,1,1,0,0,0,1,1
"200301290LAC","Wed, Jan 29, 2003","10:30p","Chicago Bulls",75,"Los Angeles Clippers",77,-4.1,1,0.4,0.5,0.1,0.4,0,0,0,0,1,0,1
"200301300DAL","Wed, Jan 29, 2003","7:30p","Minnesota Timberwolves",109,"Dallas Mavericks",112,7.2,6.9,0.7,0.9,0.5,0.8,0,0,0,0,0,0,1
"200301300MIL","Wed, Jan 29, 2003","8:00p","Washington Wizards",90,"Milwaukee Bucks",97,1.8,-1.4,0.8,0.4,0.5,0.5,1,0,1,0,1,0,1
"200301300SEA","Thu, Jan 30, 2003","10:00p","Sacramento Kings",95,"Seattle SuperSonics",77,-4.2,7.2,0.4,0.6,0.6,0.5,0,0,0,0,0,0,0
"200301310PHI","Thu, Jan 30, 2003","7:00p","Miami Heat",99,"Philadelphia 76ers",104,1.5,-8.1,0.5,0.4,0.3,0.3,1,1,0,0,1,1,1
"200301310TOR","Thu, Jan 30, 2003","7:00p","Indiana Pacers",90,"Toronto Raptors",102,-5.9,4.7,0.3,0.8,0.5,0.2,1,0,0,1,0,1,1
"200301310ATL","Fri, Jan 31, 2003","7:30p","Cleveland Cavaliers",91,"Atlanta Hawks",96,-3.2,-11.7,0.4,0.2,0.2,0.4,0,0,0,0,0,0,1
"200301310BOS","Fri, Jan 31, 2003","7:30p","Detroit Pistons",118,"Boston Celtics",66,0.8,2.3,0.6,0.6,0.6,0.7,0,0,0,0,0,0,0
"200301310NJN","Fri, Jan 31, 2003","7:30p","New Orleans Hornets",72,"New Jersey Nets",89,1.8,0.2,0.6,0.4,0.3,1,0,0,0,0,0,0,1
"200301310MEM","Fri, Jan 31, 2003","8:00p","New York Knicks",108,"Memphis Grizzlies",102,-6.4,0.2,0.2,0.6,0.4,0.6,0,0,0,0,0,0,0
"200301310ORL","Fri, Jan 31, 2003","8:00p","San Antonio Spurs",109,"Orlando Magic",108,-2.8,6.1,0.5,0.8,0.6,0.6,0,0,0,0,0,0,0
"200301310HOU","Fri, Jan 31, 2003","8:30p","Minnesota Timberwolves",101,"Houston Rockets",121,-5.8,6,0.5,0.8,0.4,0.7,0,0,0,0,0,0,1
"200301310UTA","Fri, Jan 31, 2003","9:00p","Golden State Warriors",94,"Utah Jazz",102,5.9,2.1,0.7,0.6,0.4,0.8,0,0,0,0,1,0,1
"200301310POR","Fri, Jan 31, 2003","10:00p","Chicago Bulls",94,"Portland Trail Blazers",107,3.2,-0.7,0.8,0.4,0.1,0.8,0,0,0,0,1,0,1
"200301310LAC","Fri, Jan 31, 2003","10:30p","Phoenix Suns",98,"Los Angeles Clippers",92,-3.1,-3.3,0.5,0.4,0.2,0.4,0,0,0,0,0,0,0
"200301310SAC","Fri, Jan 31, 2003","10:30p","Los Angeles Lakers",124,"Sacramento Kings",113,5.4,6.7,0.6,0.7,0.4,0.8,1,0,0,0,1,0,0
"200302010IND","Fri, Jan 31, 2003","7:00p","Boston Celtics",100,"Indiana Pacers",109,3.1,-1.9,0.7,0.6,0.4,1,1,0,1,0,1,0,1
"200302010WAS","Fri, Jan 31, 2003","7:00p","New Orleans Hornets",104,"Washington Wizards",109,-1.6,-1.1,0.4,0.4,0.2,0.7,0,0,0,0,1,0,1
"200302010DET","Sat, Feb 1, 2003","7:30p","New Jersey Nets",84,"Detroit Pistons",106,7.3,2.8,0.6,0.6,0.7,0.8,1,1,0,0,0,1,1
"200302010MIA","Sat, Feb 1, 2003","8:00p","San Antonio Spurs",67,"Miami Heat",65,-7.6,5.1,0.4,0.8,0.6,0.7,0,1,0,0,1,0,0
"200302010DAL","Sat, Feb 1, 2003","8:30p","Denver Nuggets",100,"Dallas Mavericks",122,5.7,-9.7,0.7,0.2,0.1,0.8,0,0,0,0,1,0,1
"200302010MIL","Sat, Feb 1, 2003","8:30p","New York Knicks",100,"Milwaukee Bucks",107,5,1.3,0.9,0.7,0.4,0.5,0,1,0,0,0,1,1
"200302010PHO","Sat, Feb 1, 2003","9:00p","Golden State Warriors",107,"Phoenix Suns",116,-3.3,2,0.4,0.6,0.4,1,1,1,0,0,1,0,1
"200302010SEA","Sat, Feb 1, 2003","10:00p","Chicago Bulls",77,"Seattle SuperSonics",90,-3.9,-1.7,0.4,0.4,0.1,0.4,0,1,0,0,0,1,1
"200302010LAL","Sat, Feb 1, 2003","10:30p","Utah Jazz",87,"Los Angeles Lakers",99,9.2,5.1,0.8,0.7,0.7,0.7,1,1,0,1,1,1,1
"200302020CLE","Sat, Feb 1, 2003","1:00p","Portland Trail Blazers",114,"Cleveland Cavaliers",95,-11,4.2,0.2,0.8,0.8,0.3,1,1,0,1,0,1,0
"200302020TOR","Sat, Feb 1, 2003","1:30p","Los Angeles Clippers",86,"Toronto Raptors",100,-3.9,-4.5,0.4,0.4,0.3,0.3,0,1,0,0,1,1,1
"200302020ATL","Sun, Feb 2, 2003","2:00p","Orlando Magic",89,"Atlanta Hawks",97,-3.4,-1.9,0.4,0.5,0.5,0.4,0,0,0,0,0,0,1
"200302020MIN","Sun, Feb 2, 2003","3:30p","Philadelphia 76ers",91,"Minnesota Timberwolves",99,5.4,2.2,0.8,0.6,0.5,1,0,0,0,0,0,0,1
"200302020HOU","Sun, Feb 2, 2003","4:00p","Sacramento Kings",89,"Houston Rockets",105,-2.9,4.9,0.6,0.6,0.7,0.8,0,0,0,0,0,1,1
"200302020DEN","Sun, Feb 2, 2003","9:30p","Memphis Grizzlies",78,"Denver Nuggets",93,-12,-6.2,0.1,0.2,0.3,0.3,1,0,0,0,0,0,1
"200302030MIA","Sun, Feb 2, 2003","7:30p","Atlanta Hawks",79,"Miami Heat",99,-6.2,-1.7,0.4,0.5,0.2,0.6,1,0,1,0,1,0,1
"200302030NJN","Sun, Feb 2, 2003","7:30p","Seattle SuperSonics",108,"New Jersey Nets",109,4.2,-1.5,0.6,0.5,0.4,1,1,1,1,0,1,1,1
"200302030NOH","Mon, Feb 3, 2003","8:30p","Boston Celtics",96,"New Orleans Hornets",103,-0.6,-2.7,0.4,0.6,0.3,0.5,0,0,0,0,1,1,1
"200302030PHO","Mon, Feb 3, 2003","9:00p","Chicago Bulls",111,"Phoenix Suns",115,-3.2,-2.2,0.4,0.4,0.1,1,0,0,0,0,1,1,1
"200302030UTA","Mon, Feb 3, 2003","9:00p","Dallas Mavericks",92,"Utah Jazz",90,4.7,5.4,0.7,0.7,0.7,0.9,0,0,0,0,1,0,0
"200302030GSW","Mon, Feb 3, 2003","10:30p","Memphis Grizzlies",91,"Golden State Warriors",101,0.6,-7.1,0.5,0.2,0.2,0.8,0,1,0,0,1,1,1
"200302040IND","Mon, Feb 3, 2003","7:00p","Los Angeles Lakers",97,"Indiana Pacers",94,2.8,9.2,0.7,0.8,0.5,1,0,0,0,0,0,1,0
"200302040ORL","Mon, Feb 3, 2003","7:00p","Portland Trail Blazers",96,"Orlando Magic",89,-2.3,6.2,0.5,0.9,0.8,0.5,1,0,0,0,1,1,0
"200302040WAS","Tue, Feb 4, 2003","7:00p","Cleveland Cavaliers",84,"Washington Wizards",93,-1.6,-11.3,0.4,0.2,0.2,0.7,0,0,0,0,0,0,1
"200302040NYK","Tue, Feb 4, 2003","7:30p","Los Angeles Clippers",92,"New York Knicks",105,1.3,-6.1,0.7,0.3,0.3,0.8,0,0,0,0,0,0,1
"200302040MIL","Tue, Feb 4, 2003","8:00p","Toronto Raptors",98,"Milwaukee Bucks",95,4.9,-1,0.9,0.5,0.1,0.6,0,0,0,0,0,0,0
"200302040MIN","Tue, Feb 4, 2003","8:00p","Houston Rockets",89,"Minnesota Timberwolves",103,4.8,-1.5,0.8,0.6,0.3,1,0,0,0,0,0,0,1
"200302040DAL","Tue, Feb 4, 2003","8:30p","Sacramento Kings",110,"Dallas Mavericks",109,5,2.5,0.7,0.5,0.6,0.9,1,0,0,0,1,0,0
"200302040DEN","Tue, Feb 4, 2003","9:00p","Chicago Bulls",100,"Denver Nuggets",102,-10.3,-3.3,0.2,0.3,0.1,0.4,0,1,0,1,1,1,1
"200302050BOS","Tue, Feb 4, 2003","7:00p","Seattle SuperSonics",74,"Boston Celtics",114,-2.5,-1.4,0.6,0.5,0.3,0.6,1,0,1,0,0,1,1
"200302050CLE","Tue, Feb 4, 2003","7:00p","Houston Rockets",102,"Cleveland Cavaliers",105,-13,-3.8,0.1,0.5,0.3,0.2,0,0,0,0,0,0,1
"200302050DET","Wed, Feb 5, 2003","7:30p","Los Angeles Clippers",80,"Detroit Pistons",89,9.7,-6.8,0.7,0.3,0.2,0.8,0,1,0,0,0,0,1
"200302050MIA","Wed, Feb 5, 2003","7:30p","Portland Trail Blazers",101,"Miami Heat",87,-1.7,4.5,0.5,0.9,0.8,0.7,0,0,0,0,0,0,0
"200302050PHI","Wed, Feb 5, 2003","7:30p","New Jersey Nets",111,"Philadelphia 76ers",85,1.6,2.8,0.6,0.6,0.6,0.3,0,0,0,0,0,0,0
"200302050NOH","Wed, Feb 5, 2003","8:30p","Sacramento Kings",84,"New Orleans Hornets",108,0.3,-0.3,0.5,0.5,0.6,0.6,0,1,0,0,0,1,1
"200302050UTA","Wed, Feb 5, 2003","9:00p","Memphis Grizzlies",84,"Utah Jazz",105,3.4,-7.3,0.6,0.2,0.2,0.8,0,0,0,0,0,1,1
"200302050GSW","Wed, Feb 5, 2003","10:30p","San Antonio Spurs",103,"Golden State Warriors",99,2.8,5.6,0.6,0.9,0.7,0.8,0,0,0,0,0,0,0
"200302060NYK","Wed, Feb 5, 2003","7:30p","Los Angeles Lakers",114,"New York Knicks",109,1.4,7.4,0.7,0.8,0.6,0.8,1,0,0,0,0,0,0
"200302060MIL","Wed, Feb 5, 2003","8:00p","Seattle SuperSonics",91,"Milwaukee Bucks",97,4.4,-4.6,0.8,0.5,0.3,0.5,1,1,0,1,0,1,1
"200302060DEN","Thu, Feb 6, 2003","10:00p","San Antonio Spurs",83,"Denver Nuggets",74,-8.7,5.9,0.3,0.9,0.7,0.5,0,1,0,0,0,0,0
"200302110IND","Thu, Feb 6, 2003","7:00p","Cleveland Cavaliers",96,"Indiana Pacers",107,0.2,-10.3,0.6,0.2,0.2,0.9,0,0,0,0,0,1,1
"200302110ORL","Thu, Feb 6, 2003","7:00p","New Jersey Nets",83,"Orlando Magic",92,-3.2,5.5,0.4,0.7,0.6,0.4,0,1,0,0,0,0,1
"200302110ATL","Tue, Feb 11, 2003","7:30p","Golden State Warriors",116,"Atlanta Hawks",113,-1.7,2.6,0.5,0.6,0.4,0.5,0,0,0,0,0,0,0
"200302110MIA","Tue, Feb 11, 2003","7:30p","New Orleans Hornets",78,"Miami Heat",69,-3.4,3.4,0.4,0.6,0.2,0.6,0,0,0,0,0,0,0
"200302110MIN","Tue, Feb 11, 2003","8:00p","Dallas Mavericks",98,"Minnesota Timberwolves",100,3.1,7.8,0.8,0.7,0.8,1,0,0,0,0,0,0,1
"200302110CHI","Tue, Feb 11, 2003","8:30p","Detroit Pistons",89,"Chicago Bulls",79,-2.3,9.1,0.3,0.7,0.7,0.8,0,0,0,0,0,0,0
"200302110HOU","Tue, Feb 11, 2003","8:30p","Utah Jazz",103,"Houston Rockets",101,-4.7,4.8,0.4,0.6,0.6,0.8,0,0,0,0,0,0,0
"200302110PHO","Tue, Feb 11, 2003","9:00p","Los Angeles Clippers",107,"Phoenix Suns",106,-2,-4.6,0.5,0.3,0.2,1,0,0,0,0,0,0,0
"200302110POR","Tue, Feb 11, 2003","10:00p","San Antonio Spurs",116,"Portland Trail Blazers",111,5.1,6,0.9,0.9,0.8,0.9,0,0,0,0,0,0,0
"200302110SAC","Tue, Feb 11, 2003","10:00p","Washington Wizards",80,"Sacramento Kings",99,-2.2,0.2,0.5,0.5,0.4,0.7,0,0,0,0,0,0,1
"200302110SEA","Tue, Feb 11, 2003","10:00p","Boston Celtics",82,"Seattle SuperSonics",76,-4.5,-0.5,0.5,0.6,0.3,0.5,0,0,0,0,0,0,0
"200302110LAL","Tue, Feb 11, 2003","10:30p","Denver Nuggets",93,"Los Angeles Lakers",121,6.3,-8.5,0.8,0.3,0.1,0.8,0,0,0,0,0,0,1
"200302120CLE","Tue, Feb 11, 2003","7:00p","Minnesota Timberwolves",102,"Cleveland Cavaliers",91,-8.6,4.2,0.2,0.9,0.4,0.3,0,0,0,0,0,0,0
"200302120PHI","Tue, Feb 11, 2003","7:00p","Chicago Bulls",111,"Philadelphia 76ers",119,-1.1,-2.6,0.5,0.3,0.1,0.2,0,0,0,0,0,0,1
"200302120TOR","Wed, Feb 12, 2003","7:00p","Atlanta Hawks",96,"Toronto Raptors",97,-2.1,-0.7,0.5,0.5,0.2,0.4,0,1,0,0,0,0,1
"200302120NYK","Wed, Feb 12, 2003","7:30p","Golden State Warriors",113,"New York Knicks",107,2.6,0.1,0.7,0.6,0.5,0.7,0,1,0,0,0,0,0
"200302120MEM","Wed, Feb 12, 2003","8:00p","New Jersey Nets",90,"Memphis Grizzlies",97,-9.6,3.5,0.1,0.6,0.5,0.5,0,0,0,0,0,0,1
"200302120NOH","Wed, Feb 12, 2003","8:30p","Indiana Pacers",83,"New Orleans Hornets",72,5.1,1.8,0.7,0.7,0.5,0.6,1,0,0,0,0,0,0
"200302120DEN","Wed, Feb 12, 2003","9:00p","Los Angeles Lakers",113,"Denver Nuggets",102,-13,6.6,0.2,0.8,0.7,0.5,1,1,0,0,0,0,0
"200302120MIL","Wed, Feb 12, 2003","9:00p","Dallas Mavericks",114,"Milwaukee Bucks",120,4.1,8.1,0.8,0.7,0.7,0.6,0,1,0,0,0,0,1
"200302120UTA","Wed, Feb 12, 2003","9:00p","Houston Rockets",106,"Utah Jazz",76,3.3,-5.3,0.6,0.3,0.3,0.8,1,1,0,0,0,0,0
"200302120LAC","Wed, Feb 12, 2003","10:30p","Washington Wizards",108,"Los Angeles Clippers",104,-5,-3.2,0.3,0.4,0.3,0.4,1,1,0,0,0,0,0
"200302130DET","Wed, Feb 12, 2003","7:30p","Orlando Magic",88,"Detroit Pistons",98,10.4,-0.8,0.8,0.5,0.5,0.8,1,0,0,0,0,0,1
"200302130POR","Wed, Feb 12, 2003","10:00p","Boston Celtics",100,"Portland Trail Blazers",92,5.2,-0.4,0.9,0.6,0.4,0.8,1,1,0,0,0,0,0
"200302140IND","Thu, Feb 13, 2003","7:00p","Atlanta Hawks",97,"Indiana Pacers",98,2.7,-0.5,0.7,0.5,0.2,0.9,1,1,0,0,0,1,1
"200302140TOR","Thu, Feb 13, 2003","7:00p","Golden State Warriors",118,"Toronto Raptors",114,-2.9,-0.2,0.5,0.6,0.5,0.5,1,1,0,0,0,1,0
"200302140NJN","Fri, Feb 14, 2003","7:30p","Chicago Bulls",72,"New Jersey Nets",90,3.1,-3.3,0.6,0.3,0.1,1,0,0,0,0,0,1,1
"200302140MEM","Fri, Feb 14, 2003","8:00p","Dallas Mavericks",110,"Memphis Grizzlies",103,-8.1,7.9,0.2,0.7,0.6,0.5,0,0,0,0,0,1,0
"200302140MIN","Fri, Feb 14, 2003","8:00p","New Orleans Hornets",93,"Minnesota Timberwolves",114,4.7,3.3,0.9,0.6,0.3,1,0,0,0,0,1,1,1
"200302140PHI","Fri, Feb 14, 2003","8:00p","Orlando Magic",98,"Philadelphia 76ers",99,0.1,-0.3,0.6,0.5,0.5,0.3,0,0,0,0,0,0,1
"200302140HOU","Fri, Feb 14, 2003","8:30p","Miami Heat",94,"Houston Rockets",82,-1.8,-2,0.4,0.4,0.2,0.7,0,0,0,0,1,0,0
"200302140MIL","Fri, Feb 14, 2003","8:30p","Detroit Pistons",86,"Milwaukee Bucks",96,3.5,9.7,0.8,0.8,0.8,0.7,0,0,0,0,0,1,1
"200302140PHO","Fri, Feb 14, 2003","9:00p","New York Knicks",116,"Phoenix Suns",115,-1.5,1.7,0.5,0.6,0.4,0.9,0,0,0,0,0,0,0
"200302140UTA","Fri, Feb 14, 2003","9:00p","Washington Wizards",77,"Utah Jazz",109,0,-2,0.5,0.5,0.4,0.7,0,0,0,0,1,1,1
"200302140SAC","Fri, Feb 14, 2003","10:00p","Seattle SuperSonics",81,"Sacramento Kings",110,-2.5,-5.7,0.5,0.4,0.2,0.7,0,0,0,0,0,0,1
"200302140LAL","Fri, Feb 14, 2003","10:30p","San Antonio Spurs",103,"Los Angeles Lakers",95,6.9,5.2,0.8,0.9,0.9,0.8,0,0,0,0,1,0,0
"200302150CHI","Fri, Feb 14, 2003","8:30p","Denver Nuggets",69,"Chicago Bulls",88,-6.4,-12.6,0.2,0.2,0.1,0.7,0,0,0,0,1,1,1
"200302150DAL","Fri, Feb 14, 2003","8:30p","Miami Heat",92,"Dallas Mavericks",98,6.5,-0.9,0.7,0.4,0.2,0.8,0,0,0,0,1,0,1
"200302150POR","Sat, Feb 15, 2003","10:00p","Seattle SuperSonics",96,"Portland Trail Blazers",101,3.2,-9,0.8,0.3,0.2,0.7,0,1,0,0,0,0,1
"200302150LAC","Sat, Feb 15, 2003","10:30p","Boston Celtics",92,"Los Angeles Clippers",84,-5,0.2,0.3,0.6,0.5,0.4,0,0,0,0,0,0,0
"200302160NJN","Sat, Feb 15, 2003","1:00p","Philadelphia 76ers",90,"New Jersey Nets",83,5.6,-0.6,0.7,0.6,0.5,1,1,1,0,0,1,0,0
"200302160TOR","Sat, Feb 15, 2003","1:30p","Orlando Magic",97,"Toronto Raptors",99,-2.1,-1.2,0.5,0.4,0.4,0.5,0,1,0,0,1,1,1
"200302160MIL","Sun, Feb 16, 2003","3:00p","Memphis Grizzlies",101,"Milwaukee Bucks",95,4.1,-8.2,0.8,0.2,0.2,0.8,0,0,0,0,0,0,0
"200302160MIN","Sun, Feb 16, 2003","3:30p","Golden State Warriors",102,"Minnesota Timberwolves",109,6,2.4,0.9,0.7,0.6,1.1,0,0,0,0,0,0,1
"200302160SAC","Sun, Feb 16, 2003","3:30p","San Antonio Spurs",104,"Sacramento Kings",101,-0.3,5.5,0.5,0.9,0.9,0.7,0,0,0,0,0,0,0
"200302160ATL","Sun, Feb 16, 2003","6:00p","Indiana Pacers",86,"Atlanta Hawks",99,0.7,3.8,0.5,0.8,0.6,0.5,0,0,0,0,0,0,1
"200302160CLE","Sun, Feb 16, 2003","7:00p","Detroit Pistons",90,"Cleveland Cavaliers",75,-8,8.9,0.2,0.8,0.7,0.3,0,0,0,0,0,0,0
"200302160NOH","Sun, Feb 16, 2003","7:00p","Denver Nuggets",92,"New Orleans Hornets",100,0,-13.6,0.5,0.2,0,0.6,0,0,0,0,0,0,1
"200302160PHO","Sun, Feb 16, 2003","8:00p","Boston Celtics",92,"Phoenix Suns",102,-2.1,0.9,0.4,0.6,0.5,0.8,0,1,0,0,0,0,1
"200302160LAL","Sun, Feb 16, 2003","9:30p","New York Knicks",117,"Los Angeles Lakers",110,6.5,1.1,0.8,0.6,0.4,0.8,0,0,0,0,0,0,0
"200302170DET","Sun, Feb 16, 2003","7:30p","Miami Heat",62,"Detroit Pistons",93,9.4,-0.8,0.8,0.4,0.2,0.8,0,0,0,0,0,1,1
"200302170UTA","Sun, Feb 16, 2003","9:00p","Minnesota Timberwolves",97,"Utah Jazz",109,3.9,6.2,0.6,0.9,0.5,0.7,0,0,0,0,0,0,1
"200302170POR","Mon, Feb 17, 2003","10:00p","New York Knicks",91,"Portland Trail Blazers",99,3.5,0.9,0.8,0.6,0.5,0.7,0,1,0,0,0,1,1
"200302180CLE","Mon, Feb 17, 2003","7:00p","Chicago Bulls",107,"Cleveland Cavaliers",101,-7.8,-4.2,0.2,0.3,0.1,0.3,1,0,0,0,0,1,0
"200302180ORL","Mon, Feb 17, 2003","7:00p","New Orleans Hornets",94,"Orlando Magic",99,-2.3,-0.1,0.3,0.5,0.3,0.4,0,1,0,0,1,1,1
"200302180NJN","Tue, Feb 18, 2003","7:30p","Miami Heat",79,"New Jersey Nets",84,5.7,-4.6,0.7,0.3,0.1,0.9,0,0,0,1,0,0,1
"200302180MEM","Tue, Feb 18, 2003","8:00p","Indiana Pacers",103,"Memphis Grizzlies",108,-6.4,2.2,0.3,0.7,0.5,0.4,0,0,0,0,0,0,1
"200302180DAL","Tue, Feb 18, 2003","8:30p","Atlanta Hawks",79,"Dallas Mavericks",105,5.8,2.2,0.7,0.6,0.2,0.8,0,0,0,0,0,0,1
"200302180SAS","Tue, Feb 18, 2003","8:30p","Denver Nuggets",76,"San Antonio Spurs",101,6.3,-12.5,1,0.2,0,1,0,0,0,0,0,0,1
"200302180SAC","Tue, Feb 18, 2003","10:00p","Milwaukee Bucks",93,"Sacramento Kings",102,-1.2,3.7,0.4,0.8,0.8,0.7,0,0,0,0,0,0,1
"200302180GSW","Tue, Feb 18, 2003","10:30p","Boston Celtics",125,"Golden State Warriors",117,1.3,0.8,0.6,0.6,0.5,0.8,0,0,0,0,0,1,0
"200302180LAL","Tue, Feb 18, 2003","10:30p","Houston Rockets",99,"Los Angeles Lakers",106,5.4,-0.9,0.7,0.4,0.4,0.7,0,0,0,0,0,0,1
"200302190TOR","Tue, Feb 18, 2003","7:00p","Detroit Pistons",89,"Toronto Raptors",84,-0.8,13.4,0.6,0.9,0.7,0.6,0,0,0,1,0,1,0
"200302190NOH","Tue, Feb 18, 2003","8:30p","Washington Wizards",75,"New Orleans Hornets",87,-0.5,-6.7,0.5,0.4,0.4,0.7,1,0,1,0,1,0,1
"200302190DEN","Wed, Feb 19, 2003","9:00p","Minnesota Timberwolves",85,"Denver Nuggets",77,-13.7,4.7,0.2,0.8,0.4,0.5,1,0,0,0,1,1,0
"200302190PHO","Wed, Feb 19, 2003","9:00p","Houston Rockets",107,"Phoenix Suns",89,0.1,0.8,0.5,0.4,0.3,0.8,0,1,0,0,0,0,0
"200302190UTA","Wed, Feb 19, 2003","9:00p","Los Angeles Lakers",93,"Utah Jazz",87,5.2,6.5,0.7,0.8,0.8,0.7,0,1,0,0,0,1,0
"200302190CHI","Wed, Feb 19, 2003","9:30p","Philadelphia 76ers",110,"Chicago Bulls",82,-4.3,0.2,0.3,0.7,0.6,0.7,0,0,0,0,0,0,0
"200302190POR","Wed, Feb 19, 2003","10:00p","Golden State Warriors",98,"Portland Trail Blazers",125,4.2,-0.3,0.8,0.5,0.5,0.7,0,1,0,0,0,1,1
"200302190SEA","Wed, Feb 19, 2003","10:00p","New York Knicks",94,"Seattle SuperSonics",103,-9,1.2,0.3,0.6,0.5,0.5,0,0,0,0,0,1,1
